,name,broad_category,category,description,history,famous_view,image_1,image_2,image_3,image_4,image_5,location,best_time,entry_fee,rating,latitude,longitude,source,search_text
66,Teen Murti Bhavan (Pradhanmantri Sangrahalaya),Memorials & Museums,Museum / Prime Ministerial Heritage,"The historic 25-acre estate that served as Nehru's residence, now transformed into an immersive museum dedicated to all 15 Prime Ministers of India.","Designed by Robert Tor Russell in 1930 as Flagstaff House for the Commander-in-Chief of the British Indian Army. After Independence, it served as the official residence of India's first Prime Minister, Jawaharlal Nehru, for 16 years until 1964. In April 2022, Prime Minister Narendra Modi inaugurated the state-of-the-art 'Pradhanmantri Sangrahalaya' on the grounds, utilizing holographic projections, virtual reality, and interactive exhibits.",The kinetic levitating national emblem installation inside the futuristic glass dome of Pradhanmantri Sangrahalaya.,images/66/Image_1.jpg,images/66/Image_2.jpg,images/66/Image_3.jpg,images/66/Image_4.jpg,images/66/Image_5.jpg,"Teen Murti Marg, Central New Delhi",October to March (10:00 AM – 6:00 PM; Closed Mondays),"₹100 (Online), ₹110 (Counter), Special Light & Sound show ₹100",4.6,28.6022,77.194,Nehru Memorial Museum and Library Society / Ministry of Culture,"Name: Teen Murti Bhavan (Pradhanmantri Sangrahalaya). Category: Museum / Prime Ministerial Heritage. Description: The historic 25-acre estate that served as Nehru's residence, now transformed into an immersive museum dedicated to all 15 Prime Ministers of India.. Location: Teen Murti Marg, Central New Delhi. Best Time: October to March (10:00 AM – 6:00 PM; Closed Mondays)."
67,Nehru Planetarium (Sky Theater),Memorials & Museums,Science / Astronomical Education,"A premier astronomy and space science institution featuring a 2D/3D dome Sky Theater, live solar telescope viewings, and space flight simulators.","Inaugurated on 6 February 1984 by Prime Minister Indira Gandhi on the sprawling grounds of Teen Murti House to foster scientific temper among youth. The dome sky theater was upgraded with high-definition digital Definiti projection systems, presenting shows on planetary exploration, cosmic evolution, and ISRO's Chandrayaan and Gaganyaan space missions.",The white geodesic astronomical projection dome illuminated under night sky floodlights.,images/67/Image_1.jpg,images/67/Image_2.jpg,images/67/Image_3.jpg,images/67/Image_4.jpg,images/67/Image_5.jpg,"Teen Murti House, Teen Murti Marg, New Delhi",Year-round (Catch morning/afternoon Sky Theater shows; Closed Mondays),"₹100 (Adults), ₹50 (Children)",4.4,28.6018,77.1947,Jawaharlal Nehru Memorial Fund,"Name: Nehru Planetarium (Sky Theater). Category: Science / Astronomical Education. Description: A premier astronomy and space science institution featuring a 2D/3D dome Sky Theater, live solar telescope viewings, and space flight simulators.. Location: Teen Murti House, Teen Murti Marg, New Delhi. Best Time: Year-round (Catch morning/afternoon Sky Theater shows; Closed Mondays)."
68,Gandhi Smriti (Birla House),Memorials & Museums,Museum / Memorial & National Monument,The sacred national memorial museum marking the location where Mahatma Gandhi spent the final 144 days of his life and was assassinated on 30 January 1948.,"Originally the palatial residence of industrialist G.D. Birla. Mahatma Gandhi stayed here from 9 September 1947 until his assassination on 30 January 1948 by Nathuram Godse while walking to his evening prayer assembly. Acquired by the Government of India in 1971 and opened as a national memorial in 1973, it preserves Gandhi's bedroom, his personal belongings, the Footsteps of Peace pathway, and the Martyr's Column.",The poignant raised stone Footsteps of Peace tracing Gandhi's final steps to the Martyr's Column prayer pavilion.,images/68/Image_1.jpg,images/68/Image_2.jpg,images/68/Image_3.jpg,images/68/Image_4.jpg,images/68/Image_5.jpg,"5 Tees January Marg, Central New Delhi",October to March (10:00 AM – 5:00 PM; Closed Mondays),Free,4.6,28.6019,77.207,Gandhi Smriti and Darshan Samiti / Ministry of Culture,"Name: Gandhi Smriti (Birla House). Category: Museum / Memorial & National Monument. Description: The sacred national memorial museum marking the location where Mahatma Gandhi spent the final 144 days of his life and was assassinated on 30 January 1948.. Location: 5 Tees January Marg, Central New Delhi. Best Time: October to March (10:00 AM – 5:00 PM; Closed Mondays)."
69,Raj Ghat & Memorial Park,"Open Fields, Gardens & Nature",Memorial / National Monument & Parkland,"A tranquil 45-acre open memorial garden on the banks of the Yamuna River marking the cremation spot of the Father of the Nation, Mahatma Gandhi.","Constructed following Mahatma Gandhi's cremation on 31 January 1948. Designed by architect Vanu G. Bhuta in simple, unadorned black marble, reflecting Gandhi's philosophy of simplicity. An eternal flame burns perpetually at one end of the black marble platform, inscribed with his poignant last words 'He Ram'. World leaders and foreign dignitaries visit the memorial to lay wreaths.",The black marble cenotaph with the eternal flame surrounded by sprawling green lawns and peaceful red stone pathways.,images/69/Image_1.jpg,images/69/Image_2.jpg,images/69/Image_3.jpg,images/69/Image_4.jpg,images/69/Image_5.jpg,"Ring Road / Mahatma Gandhi Marg, Old Delhi",October to March (Sunrise 6:30 AM – 9:00 AM or Friday evening prayer meetings),Free,4.6,28.6408,77.2497,Rajghat Samadhi Committee / CPWD,"Name: Raj Ghat & Memorial Park. Category: Memorial / National Monument & Parkland. Description: A tranquil 45-acre open memorial garden on the banks of the Yamuna River marking the cremation spot of the Father of the Nation, Mahatma Gandhi.. Location: Ring Road / Mahatma Gandhi Marg, Old Delhi. Best Time: October to March (Sunrise 6:30 AM – 9:00 AM or Friday evening prayer meetings)."
70,National Police Memorial,Memorials & Museums,Memorial / National Security Monument,"A 6.12-acre national memorial commemorating over 35,000 police personnel from all central and state forces who made the supreme sacrifice in line of duty.","Inaugurated on 21 October 2018 (Police Commemoration Day) by Prime Minister Narendra Modi. The centerpiece is a 30-foot tall, 238-tonne monolithic black granite sculpture representing the strength, valor, and selfless devotion of police martyrs. It features the Wall of Valor inscribed with names of fallen personnel and an underground high-tech museum.",The 30-foot monolithic black granite central sculpture rising over the reflecting water channel.,images/70/Image_1.jpg,images/70/Image_2.jpg,images/70/Image_3.jpg,images/70/Image_4.jpg,images/70/Image_5.jpg,"Chanakyapuri, Shanti Path, New Delhi",October to March (9:30 AM – 5:30 PM; Closed Mondays),Free,4.5,28.6064,77.185,"Ministry of Home Affairs, Government of India","Name: National Police Memorial. Category: Memorial / National Security Monument. Description: A 6.12-acre national memorial commemorating over 35,000 police personnel from all central and state forces who made the supreme sacrifice in line of duty.. Location: Chanakyapuri, Shanti Path, New Delhi. Best Time: October to March (9:30 AM – 5:30 PM; Closed Mondays)."
71,Azad Hind Gram,Memorials & Museums,Historical / Freedom Memorial Complex,A rural tourist memorial complex celebrating Netaji Subhas Chandra Bose and the heroic legacy of the Indian National Army (INA).,"Developed by the Delhi Tourism and Transportation Development Corporation at Tikri Kalan along the Delhi-Haryana border to honor Netaji Subhas Chandra Bose. The complex features traditional North Indian brick architecture, a museum displaying INA historical documents, amphitheatre grounds, and commemorative bronze statues depicting the freedom struggle.",The imposing bronze statue of Netaji Subhas Chandra Bose saluting in INA military uniform against the brick plaza arches.,images/71/image 1.jpg,images/71/image 2.jpg,images/71/image 3.jpg,images/71/image 4.jpg,images/71/image 5.jpg,"NH 10, Tikri Kalan, West Delhi",October to March (Morning 10:00 AM – 4:00 PM),Free,4.2,28.6784,76.9865,Delhi Tourism (DTTDC),"Name: Azad Hind Gram. Category: Historical / Freedom Memorial Complex. Description: A rural tourist memorial complex celebrating Netaji Subhas Chandra Bose and the heroic legacy of the Indian National Army (INA).. Location: NH 10, Tikri Kalan, West Delhi. Best Time: October to March (Morning 10:00 AM – 4:00 PM)."
72,Guru Tegh Bahadur Memorial,Memorials & Museums,Memorial / Sikh Heritage Monument,A grand architectural memorial monument on GT Karnal Road commemorating the 400th Prakash Purab and martyrdom of the Ninth Sikh Guru.,"Built by the Government of Delhi on an 11-acre site near the Singhu border along the historic Grand Trunk Road. Designed by architect Raj Rewal, the monument features a 24-meter central stainless steel petal pylon symbolizing the Guru's spiritual strength, surrounded by 10 arches representing the 10 Sikh Gurus and tranquil reflecting water ponds.","The 24-meter central stainless steel petal tower reaching toward the sky, mirrored in the perimeter water channels.",images/72/image 1.jpg,images/72/image 2.jpg,images/72/image 3.jpg,images/72/image 4.jpg,images/72/image 5.jpg,"NH 1 / GT Karnal Road, Singhu Border, North Delhi",October to March (Late afternoon 4:00 PM – 6:30 PM),Free,4.4,28.701,77.121,Delhi Tourism & DSGMC,"Name: Guru Tegh Bahadur Memorial. Category: Memorial / Sikh Heritage Monument. Description: A grand architectural memorial monument on GT Karnal Road commemorating the 400th Prakash Purab and martyrdom of the Ninth Sikh Guru.. Location: NH 1 / GT Karnal Road, Singhu Border, North Delhi. Best Time: October to March (Late afternoon 4:00 PM – 6:30 PM)."
73,Gyarah Murti (11 Statues Dandi March Memorial),Memorials & Museums,Public Art / Freedom Memorial,A landmark bronze sculpture on Mother Teresa Crescent depicting Mahatma Gandhi leading 10 diverse Indian freedom fighters during the 1930 Salt March.,"Sculpted by acclaimed Indian master sculptor Debi Prasad Roy Choudhury. The monumental bronze sculpture portrays Mahatma Gandhi striding boldly at the head of the Salt Satyagraha of 1930, followed by ten figures representing diverse facets of Indian society (including a woman, peasant, turbaned Sikh, Muslim, Hindu, and youth), symbolizing collective national resistance against colonial salt laws.",Full side profile view of Mahatma Gandhi leading the ten sculpted freedom fighters along the rocky crest against sunset colors.,images/73/image 1.jpg,images/73/image 2.jpg,images/73/image 3.jpg,images/73/image 4.jpg,images/73/image 5.jpg,"Sardar Patel Marg / Mother Teresa Crescent junction, New Delhi",October to March (Late afternoon golden hour for bronze sculpture photography),Free (Open public road junction monument),4.5,28.6004,77.1806,New Delhi Municipal Council (NDMC) / Ministry of Culture,"Name: Gyarah Murti (11 Statues Dandi March Memorial). Category: Public Art / Freedom Memorial. Description: A landmark bronze sculpture on Mother Teresa Crescent depicting Mahatma Gandhi leading 10 diverse Indian freedom fighters during the 1930 Salt March.. Location: Sardar Patel Marg / Mother Teresa Crescent junction, New Delhi. Best Time: October to March (Late afternoon golden hour for bronze sculpture photography)."
74,Daryaganj Sunday Book Market (Mahila Haat),"Markets, Arts & Urban Hubs",Market / Literary & Cultural Heritage,"Delhi's legendary open-air Sunday book market stretching across the courtyard of Mahila Haat, offering millions of rare, vintage, and discounted books.","Started over five decades ago along the pedestrian pavements of Netaji Subhash Marg and Asaf Ali Road in Daryaganj. Reorganized in 2019 by the Municipal Corporation to the modern open-air pedestrian plaza of Mahila Haat opposite Broadway Hotel. It remains an iconic cultural institution where bibliophiles, students, and collectors browse through scholarly texts, vintage classics, and rare collectibles.",Vibrant rows of wooden book stalls and reading tables filled with avid book lovers browsing classic volumes on Sunday morning.,images/74/image 1.jpg,images/74/image 2.jpg,images/74/image 3.jpg,images/74/image 4.jpg,images/74/image 5.jpg,"Mahila Haat, Asaf Ali Road, Daryaganj, Old Delhi",Sundays only (9:00 AM – 2:00 PM for the best book discoveries),Free,4.4,28.6448,77.239,Daryaganj Patri Kitab Kalyan Samiti / MCD,"Name: Daryaganj Sunday Book Market (Mahila Haat). Category: Market / Literary & Cultural Heritage. Description: Delhi's legendary open-air Sunday book market stretching across the courtyard of Mahila Haat, offering millions of rare, vintage, and discounted books.. Location: Mahila Haat, Asaf Ali Road, Daryaganj, Old Delhi. Best Time: Sundays only (9:00 AM – 2:00 PM for the best book discoveries)."
75,Chandni Chowk (Shahjahanabad Heritage Promenade),"Markets, Arts & Urban Hubs",Market / Historical Urban Heritage,"A historic 17th-century bustling market avenue redesigned with pedestrianized red-granite plazas, street cuisine alleys, and traditional bazaars.","Designed in 1650 by Princess Jahanara Begum, the favorite daughter of Emperor Shah Jahan. The original avenue featured a central reflective canal reflecting the silver moonlight ('Chandni'). Connecting the Red Fort Lahori Gate to Fatehpuri Mosque, it evolved into Asia's premier wholesale trade and street food corridor (famous for Paranthe Wali Gali, Dariba Kalan jewelry, and Khari Baoli spice market). In 2021, the 1.3-km stretch was revamped into a pedestrianized heritage zone.",Pedestrianized red-granite promenade looking west toward the historic sandstone domes of Fatehpuri Mosque with non-motorized cycle rickshaws.,images/75/image 1.jpg,images/75/image 2.jpg,images/75/image 3.jpg,images/75/image 4.jpg,images/75/image 5.jpg,Old Delhi (From Red Fort to Fatehpuri Masjid),October to March (Morning 10:00 AM – 1:00 PM or evening culinary food walks),Free,4.5,28.6506,77.2303,Shahjahanabad Redevelopment Corporation (SRDC),"Name: Chandni Chowk (Shahjahanabad Heritage Promenade). Category: Market / Historical Urban Heritage. Description: A historic 17th-century bustling market avenue redesigned with pedestrianized red-granite plazas, street cuisine alleys, and traditional bazaars.. Location: Old Delhi (From Red Fort to Fatehpuri Masjid). Best Time: October to March (Morning 10:00 AM – 1:00 PM or evening culinary food walks)."
76,Connaught Place (CP / Rajiv Chowk),"Markets, Arts & Urban Hubs",Shopping / Colonial Heritage & Urban Center,"Delhi's financial and commercial nerve center, featuring grand Georgian-style circular white colonnades, flagship stores, underground markets, and cafes.","Constructed between 1929 and 1933, designed by British architect Robert Tor Russell and named after Prince Arthur, 1st Duke of Connaught. Modeled after the Royal Crescent in Bath, England, it is laid out as two concentric circular rings (Inner and Outer Circles) with radial avenues. It houses India's first underground air-conditioned market, Palika Bazaar (opened in 1978), and remains one of the world's premier heritage business districts.",The sweeping white Palladian colonnades of the Inner Circle converging toward Central Park's monumental flag.,images/76/image 1.jpg,images/76/image 2.jpg,images/76/image 3.jpg,images/76/image 4.jpg,images/76/image 5.jpg,"Connaught Place (Rajiv Chowk), New Delhi",Year-round (Afternoon shopping 12:00 PM – 4:00 PM or evening cafe dining 6:00 PM – 10:00 PM),Free,4.5,28.6315,77.2167,New Delhi Municipal Council (NDMC),"Name: Connaught Place (CP / Rajiv Chowk). Category: Shopping / Colonial Heritage & Urban Center. Description: Delhi's financial and commercial nerve center, featuring grand Georgian-style circular white colonnades, flagship stores, underground markets, and cafes.. Location: Connaught Place (Rajiv Chowk), New Delhi. Best Time: Year-round (Afternoon shopping 12:00 PM – 4:00 PM or evening cafe dining 6:00 PM – 10:00 PM)."
77,Dilli Haat INA,"Markets, Arts & Urban Hubs",Shopping / Cultural & Culinary Bazaar,"An open-air handicraft and food village showcasing regional crafts, handloom weavers, and authentic cuisine from all 28 states of India.","Jointly established in March 1994 by Delhi Tourism (DTTDC), Ministry of Textiles, and Ministry of Tourism. Designed by Pradeep Sachdeva with exposed brick and slate roofing to recreate a traditional rural village marketplace (Haat). Craftsmen and artisans are rotated on a bi-weekly basis to ensure diverse regional representation across silk, woodcraft, brassware, and authentic state food stalls.",Vibrant brick-paved open central courtyard framed by traditional thatched craft stalls and colorful hanging lamps.,images/77/image 1.jpg,images/77/image 2.jpg,images/77/image 3.jpg,images/77/image 4.jpg,images/77/image 5.jpg,"Sri Aurobindo Marg, Opposite INA Market, South Delhi",October to March (11:00 AM – 9:30 PM for shopping and regional dinners),"₹30 (Adults), ₹20 (Children), ₹100 (Foreigners)",4.5,28.5733,77.2099,Delhi Tourism and Transportation Development Corporation (DTTDC),"Name: Dilli Haat INA. Category: Shopping / Cultural & Culinary Bazaar. Description: An open-air handicraft and food village showcasing regional crafts, handloom weavers, and authentic cuisine from all 28 states of India.. Location: Sri Aurobindo Marg, Opposite INA Market, South Delhi. Best Time: October to March (11:00 AM – 9:30 PM for shopping and regional dinners)."
78,Dilli Haat Pitampura,"Markets, Arts & Urban Hubs",Shopping / Cultural & Craft Center,"A spacious 7.2-acre cultural and craft bazaar in North West Delhi featuring modern amphitheaters, artisan stalls, and dining courts.","Inaugurated in April 2008 by DTTDC as the second Dilli Haat in the capital, designed by architect Pradeep Sachdeva. Featuring contemporary architectural canopies, an open-air amphitheatre holding 450 people, craft shops, and food courts, it hosts national handloom expos, mango festivals, and cultural performances.",Curved brick plaza under decorative fabric canopies with the illuminated Pitampura TV Tower in the background.,images/78/image_1.jpeg,images/78/image_2.jpg,images/78/image_3.jpg,images/78/image_4.jpeg,images/78/image_5.jpeg,"Netaji Subhash Place, Pitampura, North West Delhi",October to March (Evenings 4:00 PM – 9:00 PM),"₹20 (Adults), ₹10 (Children)",4.2,28.7015,77.132,Delhi Tourism (DTTDC),"Name: Dilli Haat Pitampura. Category: Shopping / Cultural & Craft Center. Description: A spacious 7.2-acre cultural and craft bazaar in North West Delhi featuring modern amphitheaters, artisan stalls, and dining courts.. Location: Netaji Subhash Place, Pitampura, North West Delhi. Best Time: October to March (Evenings 4:00 PM – 9:00 PM)."
79,Dilli Haat Janakpuri,"Markets, Arts & Urban Hubs",Shopping / Cultural & Craft Bazaar,"The largest and most modern Dilli Haat, spanning 9.6 acres in West Delhi with striking music pavilions, bamboo courtyards, and craft stalls.","Inaugurated in June 2014 by DTTDC. Designed with an emphasis on sustainable music-and-craft tourism, it features an 800-seat outdoor amphitheatre, an indoor air-conditioned auditorium, 100 craft shops, themed food courts, and large open lawns hosting musical festivals and culinary melas.",The grand musical open-air amphitheatre and geometric bamboo canopy towers illuminated at dusk.,images/79/image_1.jpeg,images/79/image_2.jpeg,images/79/image_3.jpg,images/79/image_4.jpeg,images/79/image_5.jpeg,"Lal Sai Mandir Marg, Janakpuri, West Delhi",October to March (Evenings 4:30 PM – 9:30 PM),"₹20 (Adults), ₹10 (Children)",4.2,28.6219,77.0878,Delhi Tourism (DTTDC),"Name: Dilli Haat Janakpuri. Category: Shopping / Cultural & Craft Bazaar. Description: The largest and most modern Dilli Haat, spanning 9.6 acres in West Delhi with striking music pavilions, bamboo courtyards, and craft stalls.. Location: Lal Sai Mandir Marg, Janakpuri, West Delhi. Best Time: October to March (Evenings 4:30 PM – 9:30 PM)."
80,India Habitat Centre (IHC),"Markets, Arts & Urban Hubs",Cultural / Modern Arts & Architecture,"A premier multidisciplinary cultural and arts complex featuring open atrium courtyards, art galleries, amphitheaters, and visual arts exhibitions.","Designed by celebrated architect Joseph Allen Stein and completed in 1993. Spanning 9 acres, the complex is internationally acclaimed for its bioclimatic design, utilizing vertical brick louvers, open green atriums, and shading overhangs to temper Delhi's climate naturally. It is a vibrant hub for film festivals, art exhibitions, literary debates, and theatrical performances.",The sun-shaded open brick atrium courtyard with Stein's signature overhead blue louvers and sculptural water features.,images/80/image_1.jpeg,images/80/image_2.jpeg,images/80/image_3.jpeg,images/80/image_4.jpeg,images/80/image_5.jpeg,"Lodhi Road, New Delhi",Year-round (10:00 AM – 8:00 PM for art exhibitions and live events),Free (Art galleries open to public),4.5,28.59,77.223,India Habitat Centre Cultural Division,"Name: India Habitat Centre (IHC). Category: Cultural / Modern Arts & Architecture. Description: A premier multidisciplinary cultural and arts complex featuring open atrium courtyards, art galleries, amphitheaters, and visual arts exhibitions.. Location: Lodhi Road, New Delhi. Best Time: Year-round (10:00 AM – 8:00 PM for art exhibitions and live events)."
